"","subject","activity","variable","average"
"1783","14","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.981054587341772
"1784","14","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.632288075747378
"1785","15","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.836801894024391
"1786","16","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.87277228273224
"1787","17","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.993130339166667
"1788","17","SITTING","fBodyBodyGyroJerkMag-mean()",-0.8045235876875
"1789","19","SITTING","fBodyBodyGyroJerkMag-mean()",-0.719519008752778
"1790","21","SITTING","fBodyBodyGyroJerkMag-mean()",-0.826275026053921
"1791","22","SITTING","fBodyBodyGyroJerkMag-mean()",-0.865397185555556
"1792","22","STANDING","fBodyBodyGyroJerkMag-mean()",-0.773520124878049
"1793","23","STANDING","fBodyBodyGyroJerkMag-mean()",-0.584111049810215
"1794","25","STANDING","fBodyBodyGyroJerkMag-mean()",-0.875970674743277
"1795","26","STANDING","fBodyBodyGyroJerkMag-mean()",-0.823865297193877
"1796","27","STANDING","fBodyBodyGyroJerkMag-mean()",-0.993693021410257
"1797","27","LAYING","fBodyBodyGyroJerkMag-mean()",-0.796725772701342
"1798","28","LAYING","fBodyBodyGyroJerkMag-mean()",-0.806882151753927
"1799","29","LAYING","fBodyBodyGyroJerkMag-mean()",-0.840464164156976
"1800","30","LAYING","fBodyBodyGyroJerkMag-mean()",-0.811292332428198
"1801","2","WALKING","fBodyBodyGyroJerkMag-meanFreq()",0.124612068599768
"1802","4","WALKING","fBodyBodyGyroJerkMag-meanFreq()",0.144910348074227
"1803","4","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.181417870697967
"1804","9","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.0927763736788195
"1805","10","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.223002989278333
"1806","10","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.135779552295726
"1807","12","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.110370491252097
"1808","12","SITTING","fBodyBodyGyroJerkMag-meanFreq()",0.0153660009272388
"1809","13","SITTING","fBodyBodyGyroJerkMag-meanFreq()",0.157417463421743
"1810","18","SITTING","fBodyBodyGyroJerkMag-meanFreq()",-0.00802004774666664
"1811","18","STANDING","fBodyBodyGyroJerkMag-meanFreq()",0.211307971857575
"1812","20","STANDING","fBodyBodyGyroJerkMag-meanFreq()",0.0154760719333333
"1813","20","LAYING","fBodyBodyGyroJerkMag-meanFreq()",0.0947926593894872
"1814","24","LAYING","fBodyBodyGyroJerkMag-meanFreq()",0.161739608926982
"1815","1","WALKING","fBodyBodyGyroJerkMag-meanFreq()",0.198031580056455
"1816","3","WALKING","fBodyBodyGyroJerkMag-meanFreq()",0.05996287332522
"1817","5","WALKING","fBodyBodyGyroJerkMag-meanFreq()",0.0307564556565894
"1818","6","WALKING","fBodyBodyGyroJerkMag-meanFreq()",0.0636448772440678
"1819","6","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.130006026935955
"1820","7","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.0631920436939935
"1821","8","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.223748693337011
"1822","11","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.11789211326962
"1823","14","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.165611493163291
"1824","14","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.0665225837269672
"1825","15","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.0955564233589329
"1826","16","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.153211239562049
"1827","17","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-meanFreq()",0.332245723416667
"1828","17","SITTING","fBodyBodyGyroJerkMag-meanFreq()",0.217874558042187
"1829","19","SITTING","fBodyBodyGyroJerkMag-meanFreq()",0.128629739389444
"1830","21","SITTING","fBodyBodyGyroJerkMag-meanFreq()",0.205643655933971
"1831","22","SITTING","fBodyBodyGyroJerkMag-meanFreq()",0.117749012725253
"1832","22","STANDING","fBodyBodyGyroJerkMag-meanFreq()",0.122476719195122
"1833","23","STANDING","fBodyBodyGyroJerkMag-meanFreq()",0.169185024505107
"1834","25","STANDING","fBodyBodyGyroJerkMag-meanFreq()",0.0471482866507579
"1835","26","STANDING","fBodyBodyGyroJerkMag-meanFreq()",0.147533706980564
"1836","27","STANDING","fBodyBodyGyroJerkMag-meanFreq()",0.282518126326923
"1837","27","LAYING","fBodyBodyGyroJerkMag-meanFreq()",0.183050823624698
"1838","28","LAYING","fBodyBodyGyroJerkMag-meanFreq()",-0.00200923842099476
"1839","29","LAYING","fBodyBodyGyroJerkMag-meanFreq()",0.212434137252471
"1840","30","LAYING","fBodyBodyGyroJerkMag-meanFreq()",0.0433050556386685
"1841","2","WALKING","angle(tBodyAccMean,gravity)",0.00987176748993709
"1842","4","WALKING","angle(tBodyAccMean,gravity)",0.0138743449414948
"1843","4","WALKING_UPSTAIRS","angle(tBodyAccMean,gravity)",-0.00117939477317075
"1844","9","WALKING_UPSTAIRS","angle(tBodyAccMean,gravity)",0.00659605719583334
"1845","10","WALKING_UPSTAIRS","angle(tBodyAccMean,gravity)",-0.01235996211835
"1846","10","WALKING_DOWNSTAIRS","angle(tBodyAccMean,gravity)",0.00672900927401709
"1847","12","WALKING_DOWNSTAIRS","angle(tBodyAccMean,gravity)",0.0027809363698871
"1848","12","SITTING","angle(tBodyAccMean,gravity)",0.0360418427396269
"1849","13","SITTING","angle(tBodyAccMean,gravity)",-0.00463757042042813
"1850","18","SITTING","angle(tBodyAccMean,gravity)",0.018211074975
"1851","18","STANDING","angle(tBodyAccMean,gravity)",0.00921164502604791
"1852","20","STANDING","angle(tBodyAccMean,gravity)",0.0117155387530808
"1853","20","LAYING","angle(tBodyAccMean,gravity)",-0.0104984399246154
"1854","24","LAYING","angle(tBodyAccMean,gravity)",-0.00231723415711286
"1855","1","WALKING","angle(tBodyAccMean,gravity)",0.0376077057057925
"1856","3","WALKING","angle(tBodyAccMean,gravity)",0.0140943888357038
"1857","5","WALKING","angle(tBodyAccMean,gravity)",-0.00911213827748344
"1858","6","WALKING","angle(tBodyAccMean,gravity)",-0.00308253176317796
"1859","6","WALKING_UPSTAIRS","angle(tBodyAccMean,gravity)",-0.0423400323797753
"1860","7","WALKING_UPSTAIRS","angle(tBodyAccMean,gravity)",0.00269012793097403
"1861","8","WALKING_UPSTAIRS","angle(tBodyAccMean,gravity)",0.0241015302255872
"1862","11","WALKING_UPSTAIRS","angle(tBodyAccMean,gravity)",8.83961393987324e-05
"1863","14","WALKING_UPSTAIRS","angle(tBodyAccMean,gravity)",0.0183505176512658
"1864","14","WALKING_DOWNSTAIRS","angle(tBodyAccMean,gravity)",0.0367238218627049
"1865","15","WALKING_DOWNSTAIRS","angle(tBodyAccMean,gravity)",0.0134188448537683
"1866","16","WALKING_DOWNSTAIRS","angle(tBodyAccMean,gravity)",-0.000582754422021855
"1867","17","WALKING_DOWNSTAIRS","angle(tBodyAccMean,gravity)",0.0206444268597917
"1868","17","SITTING","angle(tBodyAccMean,gravity)",0.0124901171475625
"1869","19","SITTING","angle(tBodyAccMean,gravity)",0.00253824381730555
"1870","21","SITTING","angle(tBodyAccMean,gravity)",0.0120749006444118
"1871","22","SITTING","angle(tBodyAccMean,gravity)",0.00540435654545454
"1872","22","STANDING","angle(tBodyAccMean,gravity)",0.00674942963333333
"1873","23","STANDING","angle(tBodyAccMean,gravity)",0.00499252114895162
"1874","25","STANDING","angle(tBodyAccMean,gravity)",-0.00122167177865526
"1875","26","STANDING","angle(tBodyAccMean,gravity)",0.0216677426573214
"1876","27","STANDING","angle(tBodyAccMean,gravity)",0.00905547498038461
"1877","27","LAYING","angle(tBodyAccMean,gravity)",-0.00107359758718121
"1878","28","LAYING","angle(tBodyAccMean,gravity)",0.00513974568916231
"1879","29","LAYING","angle(tBodyAccMean,gravity)",0.00843199681639535
"1880","30","LAYING","angle(tBodyAccMean,gravity)",0.00829338120762402
"1881","2","WALKING","angle(tBodyAccJerkMean),gravityMean)",0.0140445759570199
"1882","4","WALKING","angle(tBodyAccJerkMean),gravityMean)",-0.0229605642539691
"1883","4","WALKING_UPSTAIRS","angle(tBodyAccJerkMean),gravityMean)",0.00749156429682926
"1884","9","WALKING_UPSTAIRS","angle(tBodyAccJerkMean),gravityMean)",-0.01042791539375
"1885","10","WALKING_UPSTAIRS","angle(tBodyAccJerkMean),gravityMean)",-0.00273372929833333
"1886","10","WALKING_DOWNSTAIRS","angle(tBodyAccJerkMean),gravityMean)",-0.003851938755
"1887","12","WALKING_DOWNSTAIRS","angle(tBodyAccJerkMean),gravityMean)",0.0151123584903226
"1888","12","SITTING","angle(tBodyAccJerkMean),gravityMean)",0.0180220779179104
"1889","13","SITTING","angle(tBodyAccJerkMean),gravityMean)",0.0122226522639144
"1890","18","SITTING","angle(tBodyAccJerkMean),gravityMean)",-0.00505493179999999
"1891","18","STANDING","angle(tBodyAccJerkMean),gravityMean)",0.0189317559550599
"1892","20","STANDING","angle(tBodyAccJerkMean),gravityMean)",0.0105804088313131
"1893","20","LAYING","angle(tBodyAccJerkMean),gravityMean)",0.0116779235473718
"1894","24","LAYING","angle(tBodyAccJerkMean),gravityMean)",-0.0124784211089239
"1895","1","WALKING","angle(tBodyAccJerkMean),gravityMean)",0.00901810943544668
"1896","3","WALKING","angle(tBodyAccJerkMean),gravityMean)",0.0134500193845455
"1897","5","WALKING","angle(tBodyAccJerkMean),gravityMean)",-0.0152166119291391
"1898","6","WALKING","angle(tBodyAccJerkMean),gravityMean)",-0.00800535941949153
"1899","6","WALKING_UPSTAIRS","angle(tBodyAccJerkMean),gravityMean)",0.00851374132921348
"1900","7","WALKING_UPSTAIRS","angle(tBodyAccJerkMean),gravityMean)",-0.0101427330402597
"1901","8","WALKING_UPSTAIRS","angle(tBodyAccJerkMean),gravityMean)",-0.0447760524743772
"1902","11","WALKING_UPSTAIRS","angle(tBodyAccJerkMean),gravityMean)",-0.0188972160509494
"1903","14","WALKING_UPSTAIRS","angle(tBodyAccJerkMean),gravityMean)",0.0221281053544304
"1904","14","WALKING_DOWNSTAIRS","angle(tBodyAccJerkMean),gravityMean)",0.0224902545030328
"1905","15","WALKING_DOWNSTAIRS","angle(tBodyAccJerkMean),gravityMean)",-0.0123872455271341
"1906","16","WALKING_DOWNSTAIRS","angle(tBodyAccJerkMean),gravityMean)",0.020561870829235
"1907","17","WALKING_DOWNSTAIRS","angle(tBodyAccJerkMean),gravityMean)",-0.00842520879166667
"1908","17","SITTING","angle(tBodyAccJerkMean),gravityMean)",-0.00192318880190626
"1909","19","SITTING","angle(tBodyAccJerkMean),gravityMean)",0.00371223512405555
"1910","21","SITTING","angle(tBodyAccJerkMean),gravityMean)",-0.0146502110504902
"1911","22","SITTING","angle(tBodyAccJerkMean),gravityMean)",-0.00645666563585857
"1912","22","STANDING","angle(tBodyAccJerkMean),gravityMean)",0.020983989064309
"1913","23","STANDING","angle(tBodyAccJerkMean),gravityMean)",-0.0112360231368817
"1914","25","STANDING","angle(tBodyAccJerkMean),gravityMean)",0.0470369997647922
"1915","26","STANDING","angle(tBodyAccJerkMean),gravityMean)",0.0168646176131633
"1916","27","STANDING","angle(tBodyAccJerkMean),gravityMean)",0.0296936869
"1917","27","LAYING","angle(tBodyAccJerkMean),gravityMean)",0.0130746659501007
"1918","28","LAYING","angle(tBodyAccJerkMean),gravityMean)",-0.00901140259397906
"1919","29","LAYING","angle(tBodyAccJerkMean),gravityMean)",-0.00445131495703489
"1920","30","LAYING","angle(tBodyAccJerkMean),gravityMean)",0.0170043635063708
"1921","2","WALKING","angle(tBodyGyroMean,gravityMean)",0.0745850523983443
"1922","4","WALKING","angle(tBodyGyroMean,gravityMean)",0.0354053220360825
"1923","4","WALKING_UPSTAIRS","angle(tBodyGyroMean,gravityMean)",0.0139509974878049
"1924","9","WALKING_UPSTAIRS","angle(tBodyGyroMean,gravityMean)",0.0867843289590972
"1925","10","WALKING_UPSTAIRS","angle(tBodyGyroMean,gravityMean)",0.0112649499582167
"1926","10","WALKING_DOWNSTAIRS","angle(tBodyGyroMean,gravityMean)",-0.0270371066380342
"1927","12","WALKING_DOWNSTAIRS","angle(tBodyGyroMean,gravityMean)",0.124161495749892
"1928","12","SITTING","angle(tBodyGyroMean,gravityMean)",0.111552727502239
"1929","13","SITTING","angle(tBodyGyroMean,gravityMean)",0.093952727429786
"1930","18","SITTING","angle(tBodyGyroMean,gravityMean)",-0.0524559146666667
"1931","18","STANDING","angle(tBodyGyroMean,gravityMean)",0.0233929611976048
"1932","20","STANDING","angle(tBodyGyroMean,gravityMean)",-0.00827272942626261
"1933","20","LAYING","angle(tBodyGyroMean,gravityMean)",-0.00336637496538461
"1934","24","LAYING","angle(tBodyGyroMean,gravityMean)",-0.0139827364349081
"1935","1","WALKING","angle(tBodyGyroMean,gravityMean)",-0.0134509534112392
"1936","3","WALKING","angle(tBodyGyroMean,gravityMean)",0.0359008263363636
"1937","5","WALKING","angle(tBodyGyroMean,gravityMean)",-0.00953130166963579
"1938","6","WALKING","angle(tBodyGyroMean,gravityMean)",0.0822586829909322
"1939","6","WALKING_UPSTAIRS","angle(tBodyGyroMean,gravityMean)",0.119026539662921
"1940","7","WALKING_UPSTAIRS","angle(tBodyGyroMean,gravityMean)",0.0421957283409091
"1941","8","WALKING_UPSTAIRS","angle(tBodyGyroMean,gravityMean)",-0.0456562960846975
"1942","11","WALKING_UPSTAIRS","angle(tBodyGyroMean,gravityMean)",0.0506339693060127
"1943","14","WALKING_UPSTAIRS","angle(tBodyGyroMean,gravityMean)",-0.0103561702696202
"1944","14","WALKING_DOWNSTAIRS","angle(tBodyGyroMean,gravityMean)",-0.066243683790164
"1945","15","WALKING_DOWNSTAIRS","angle(tBodyGyroMean,gravityMean)",0.000727811597256109
"1946","16","WALKING_DOWNSTAIRS","angle(tBodyGyroMean,gravityMean)",-0.0263301018843443
"1947","17","WALKING_DOWNSTAIRS","angle(tBodyGyroMean,gravityMean)",0.0822404258958333
"1948","17","SITTING","angle(tBodyGyroMean,gravityMean)",0.00510900834874999
"1949","19","SITTING","angle(tBodyGyroMean,gravityMean)",0.0315544716051111
"1950","21","SITTING","angle(tBodyGyroMean,gravityMean)",0.0140122661183824
"1951","22","SITTING","angle(tBodyGyroMean,gravityMean)",-0.00823831371111111
"1952","22","STANDING","angle(tBodyGyroMean,gravityMean)",-0.00995325648780488
"1953","23","STANDING","angle(tBodyGyroMean,gravityMean)",0.0121649142389785
"1954","25","STANDING","angle(tBodyGyroMean,gravityMean)",-0.0266895304210269
"1955","26","STANDING","angle(tBodyGyroMean,gravityMean)",-0.0175910559287245
"1956","27","STANDING","angle(tBodyGyroMean,gravityMean)",0.0508252134051282
"1957","27","LAYING","angle(tBodyGyroMean,gravityMean)",0.0562656834536913
"1958","28","LAYING","angle(tBodyGyroMean,gravityMean)",0.0480755265267016
"1959","29","LAYING","angle(tBodyGyroMean,gravityMean)",-0.0431070383319767
"1960","30","LAYING","angle(tBodyGyroMean,gravityMean)",0.0231789870650131
"1961","2","WALKING","angle(tBodyGyroJerkMean,gravityMean)",-0.0372927976207285
"1962","4","WALKING","angle(tBodyGyroJerkMean,gravityMean)",0.00551355829226804
"1963","4","WALKING_UPSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",0.0216580637569106
"1964","9","WALKING_UPSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",-0.0231028736559028
"1965","10","WALKING_UPSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",0.004951798555
"1966","10","WALKING_DOWNSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",0.0641040524341881
"1967","12","WALKING_DOWNSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",-0.0715612460694624
"1968","12","SITTING","angle(tBodyGyroJerkMean,gravityMean)",-0.0546864429776119
"1969","13","SITTING","angle(tBodyGyroJerkMean,gravityMean)",-0.0276735579397554
"1970","18","SITTING","angle(tBodyGyroJerkMean,gravityMean)",-0.0782470824666667
"1971","18","STANDING","angle(tBodyGyroJerkMean,gravityMean)",-0.0381586144841318
"1972","20","STANDING","angle(tBodyGyroJerkMean,gravityMean)",-0.00287453410606062
"1973","20","LAYING","angle(tBodyGyroJerkMean,gravityMean)",-0.0358808716955128
"1974","24","LAYING","angle(tBodyGyroJerkMean,gravityMean)",-0.00300346831758529
"1975","1","WALKING","angle(tBodyGyroJerkMean,gravityMean)",-0.00163035358155619
"1976","3","WALKING","angle(tBodyGyroJerkMean,gravityMean)",-0.0192074752090909
"1977","5","WALKING","angle(tBodyGyroJerkMean,gravityMean)",-0.0233952550609271
"1978","6","WALKING","angle(tBodyGyroJerkMean,gravityMean)",-0.0451674383063559
"1979","6","WALKING_UPSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",-0.107903208029213
"1980","7","WALKING_UPSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",-0.0230124181622597
"1981","8","WALKING_UPSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",-0.014249245677758
"1982","11","WALKING_UPSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",-0.0350857284535127
"1983","14","WALKING_UPSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",0.00724069845443037
"1984","14","WALKING_DOWNSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",0.0345030826617213
"1985","15","WALKING_DOWNSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",0.00667519244222561
"1986","16","WALKING_DOWNSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",0.0351066626505465
"1987","17","WALKING_DOWNSTAIRS","angle(tBodyGyroJerkMean,gravityMean)",0.0706914490270833
"1988","17","SITTING","angle(tBodyGyroJerkMean,gravityMean)",0.00221408723625
"1989","19","SITTING","angle(tBodyGyroJerkMean,gravityMean)",0.00103397442222222
"1990","21","SITTING","angle(tBodyGyroJerkMean,gravityMean)",0.0220888939914216
"1991","22","SITTING","angle(tBodyGyroJerkMean,gravityMean)",0.00202342190287879
"1992","22","STANDING","angle(tBodyGyroJerkMean,gravityMean)",0.0546814457585366
"1993","23","STANDING","angle(tBodyGyroJerkMean,gravityMean)",-0.0178096428516129
"1994","25","STANDING","angle(tBodyGyroJerkMean,gravityMean)",0.0223855658885574
"1995","26","STANDING","angle(tBodyGyroJerkMean,gravityMean)",-0.0116245003683418
"1996","27","STANDING","angle(tBodyGyroJerkMean,gravityMean)",-0.0347642773782051
"1997","27","LAYING","angle(tBodyGyroJerkMean,gravityMean)",-0.0601138842503356
"1998","28","LAYING","angle(tBodyGyroJerkMean,gravityMean)",-0.00150494933062827
"1999","29","LAYING","angle(tBodyGyroJerkMean,gravityMean)",-0.000946753019534893
"2000","30","LAYING","angle(tBodyGyroJerkMean,gravityMean)",-0.0220330832773107
"2001","2","WALKING","angle(X,gravityMean)",-0.434486657251656
"2002","4","WALKING","angle(X,gravityMean)",-0.594715132422681
"2003","4","WALKING_UPSTAIRS","angle(X,gravityMean)",-0.547883935284553
"2004","9","WALKING_UPSTAIRS","angle(X,gravityMean)",-0.558092529201389
"2005","10","WALKING_UPSTAIRS","angle(X,gravityMean)",-0.393978336833333
"2006","10","WALKING_DOWNSTAIRS","angle(X,gravityMean)",-0.530948383162393
"2007","12","WALKING_DOWNSTAIRS","angle(X,gravityMean)",-0.605470748763441
"2008","12","SITTING","angle(X,gravityMean)",-0.493471526641791
"2009","13","SITTING","angle(X,gravityMean)",-0.500095473272172
"2010","18","SITTING","angle(X,gravityMean)",-0.826335005333333
"2011","18","STANDING","angle(X,gravityMean)",-0.493863855508982
"2012","20","STANDING","angle(X,gravityMean)",-0.458539856414141
"2013","20","LAYING","angle(X,gravityMean)",-0.391737559294871
"2014","24","LAYING","angle(X,gravityMean)",-0.545993623779528
"2015","1","WALKING","angle(X,gravityMean)",-0.535773765244957
"2016","3","WALKING","angle(X,gravityMean)",-0.503323420175953
"2017","5","WALKING","angle(X,gravityMean)",-0.598120786887417
"2018","6","WALKING","angle(X,gravityMean)",-0.515171309957627
"2019","6","WALKING_UPSTAIRS","angle(X,gravityMean)",-0.564420031460674
"2020","7","WALKING_UPSTAIRS","angle(X,gravityMean)",-0.525683267337662
"2021","8","WALKING_UPSTAIRS","angle(X,gravityMean)",-0.464037618576512
"2022","11","WALKING_UPSTAIRS","angle(X,gravityMean)",-0.536003019462025
"2023","14","WALKING_UPSTAIRS","angle(X,gravityMean)",-0.423198364177215
"2024","14","WALKING_DOWNSTAIRS","angle(X,gravityMean)",-0.417466336057377
"2025","15","WALKING_DOWNSTAIRS","angle(X,gravityMean)",-0.522572017743902
"2026","16","WALKING_DOWNSTAIRS","angle(X,gravityMean)",-0.514965036584699
"2027","17","WALKING_DOWNSTAIRS","angle(X,gravityMean)",-0.668131771041667
"2028","17","SITTING","angle(X,gravityMean)",-0.46938149721875
"2029","19","SITTING","angle(X,gravityMean)",-0.297667818083333
"2030","21","SITTING","angle(X,gravityMean)",-0.413916194215686
"2031","22","SITTING","angle(X,gravityMean)",-0.489256027424242
"2032","22","STANDING","angle(X,gravityMean)",-0.329550679918699
"2033","23","STANDING","angle(X,gravityMean)",-0.503722187822581
"2034","25","STANDING","angle(X,gravityMean)",-0.512418782127139
"2035","26","STANDING","angle(X,gravityMean)",-0.482703779359694
"2036","27","STANDING","angle(X,gravityMean)",-0.609198822564102
"2037","27","LAYING","angle(X,gravityMean)",-0.426265140067114
"2038","28","LAYING","angle(X,gravityMean)",-0.437369402670157
"2039","29","LAYING","angle(X,gravityMean)",-0.560722156395348
"2040","30","LAYING","angle(X,gravityMean)",-0.563683489947781
"2041","2","WALKING","angle(Y,gravityMean)",0.17228684113245
"2042","4","WALKING","angle(Y,gravityMean)",0.00844827569072162
"2043","4","WALKING_UPSTAIRS","angle(Y,gravityMean)",-0.0967313490650406
"2044","9","WALKING_UPSTAIRS","angle(Y,gravityMean)",0.116895184124306
"2045","10","WALKING_UPSTAIRS","angle(Y,gravityMean)",-0.1670146974
"2046","10","WALKING_DOWNSTAIRS","angle(Y,gravityMean)",0.219369314832479
"2047","12","WALKING_DOWNSTAIRS","angle(Y,gravityMean)",0.0969302270215054
"2048","12","SITTING","angle(Y,gravityMean)",-0.0665865082097014
"2049","13","SITTING","angle(Y,gravityMean)",0.0916820400948012
"2050","18","SITTING","angle(Y,gravityMean)",0.206622425
"2051","18","STANDING","angle(Y,gravityMean)",0.064275769243024
"2052","20","STANDING","angle(Y,gravityMean)",0.117997853806566
"2053","20","LAYING","angle(Y,gravityMean)",0.0400896900897435
"2054","24","LAYING","angle(Y,gravityMean)",0.0198668428905512
"2055","1","WALKING","angle(Y,gravityMean)",0.122790250801441
"2056","3","WALKING","angle(Y,gravityMean)",0.075626283568915
"2057","5","WALKING","angle(Y,gravityMean)",-0.0378727910794701
"2058","6","WALKING","angle(Y,gravityMean)",-0.0133259062199153
"2059","6","WALKING_UPSTAIRS","angle(Y,gravityMean)",0.107396804719101
"2060","7","WALKING_UPSTAIRS","angle(Y,gravityMean)",0.108786539103896
"2061","8","WALKING_UPSTAIRS","angle(Y,gravityMean)",0.0469561517516014
"2062","11","WALKING_UPSTAIRS","angle(Y,gravityMean)",0.00165239541139238
"2063","14","WALKING_UPSTAIRS","angle(Y,gravityMean)",0.0371898825316456
"2064","14","WALKING_DOWNSTAIRS","angle(Y,gravityMean)",0.195943598254098
"2065","15","WALKING_DOWNSTAIRS","angle(Y,gravityMean)",-0.0283465809658537
"2066","16","WALKING_DOWNSTAIRS","angle(Y,gravityMean)",0.125280842806284
"2067","17","WALKING_DOWNSTAIRS","angle(Y,gravityMean)",0.203311235916667
"2068","17","SITTING","angle(Y,gravityMean)",0.063985094540625
"2069","19","SITTING","angle(Y,gravityMean)",0.00151612316111112
"2070","21","SITTING","angle(Y,gravityMean)",0.128426547916667
"2071","22","SITTING","angle(Y,gravityMean)",0.056305095239899
"2072","22","STANDING","angle(Y,gravityMean)",0.0427750327260162
"2073","23","STANDING","angle(Y,gravityMean)",0.0709910591236558
"2074","25","STANDING","angle(Y,gravityMean)",0.0307388427555012
"2075","26","STANDING","angle(Y,gravityMean)",-0.0100548626237245
"2076","27","STANDING","angle(Y,gravityMean)",0.0335919918205128
"2077","27","LAYING","angle(Y,gravityMean)",0.0603991269194631
"2078","28","LAYING","angle(Y,gravityMean)",0.182743741320916
"2079","29","LAYING","angle(Y,gravityMean)",-0.0159365438755814
"2080","30","LAYING","angle(Y,gravityMean)",0.0347383559268929
"2081","2","WALKING","angle(Z,gravityMean)",-0.0788654586730132
"2082","4","WALKING","angle(Z,gravityMean)",-0.117193013012371
"2083","4","WALKING_UPSTAIRS","angle(Z,gravityMean)",-0.0611881534160976
"2084","9","WALKING_UPSTAIRS","angle(Z,gravityMean)",-0.0898492623565208
"2085","10","WALKING_UPSTAIRS","angle(Z,gravityMean)",-0.08681672785
"2086","10","WALKING_DOWNSTAIRS","angle(Z,gravityMean)",0.0159855709310385
"2087","12","WALKING_DOWNSTAIRS","angle(Z,gravityMean)",-0.0579057436333333
"2088","12","SITTING","angle(Z,gravityMean)",0.0570171376810448
"2089","13","SITTING","angle(Z,gravityMean)",-0.0243233821867553
"2090","18","SITTING","angle(Z,gravityMean)",-0.0327237246666667
"2091","18","STANDING","angle(Z,gravityMean)",-0.0539171317694611
"2092","20","STANDING","angle(Z,gravityMean)",-0.0577301553837374
"2093","20","LAYING","angle(Z,gravityMean)",-0.0560916735528205
"2094","24","LAYING","angle(Z,gravityMean)",-0.0312309210556431
"2095","1","WALKING","angle(Z,gravityMean)",-0.039079017723343
"2096","3","WALKING","angle(Z,gravityMean)",-0.0174901508665689
"2097","5","WALKING","angle(Z,gravityMean)",-0.0440818730005695
"2098","6","WALKING","angle(Z,gravityMean)",-0.0205599619629661
"2099","6","WALKING_UPSTAIRS","angle(Z,gravityMean)",0.00868112920693258
"2100","7","WALKING_UPSTAIRS","angle(Z,gravityMean)",-0.0334261884535715
"2101","8","WALKING_UPSTAIRS","angle(Z,gravityMean)",-0.0596437771975801
"2102","11","WALKING_UPSTAIRS","angle(Z,gravityMean)",-0.0769066678984177
"2103","14","WALKING_UPSTAIRS","angle(Z,gravityMean)",-0.106150341810127
"2104","14","WALKING_DOWNSTAIRS","angle(Z,gravityMean)",0.195208619438525
"2105","15","WALKING_DOWNSTAIRS","angle(Z,gravityMean)",-0.00396904339878048
"2106","16","WALKING_DOWNSTAIRS","angle(Z,gravityMean)",-0.0344521193606011
"2107","17","WALKING_DOWNSTAIRS","angle(Z,gravityMean)",0.222593196
"2108","17","SITTING","angle(Z,gravityMean)",-0.00886762112031248
"2109","19","SITTING","angle(Z,gravityMean)",-0.156363049583333
"2110","21","SITTING","angle(Z,gravityMean)",-0.0191761331715686
"2111","22","SITTING","angle(Z,gravityMean)",-0.157358692081818
"2112","22","STANDING","angle(Z,gravityMean)",-0.173424249154471
"2113","23","STANDING","angle(Z,gravityMean)",-0.044001828733871
"2114","25","STANDING","angle(Z,gravityMean)",-0.159471155005624
"2115","26","STANDING","angle(Z,gravityMean)",-0.149815525406097
"2116","27","STANDING","angle(Z,gravityMean)",-0.143398014142308
"2117","27","LAYING","angle(Z,gravityMean)",-0.0866947937633892
"2118","28","LAYING","angle(Z,gravityMean)",0.0624075363685864
